representation,config_id,role,split_index,record_id,sample,original_symbol,n_seeds,predicted_N_seeds,predicted_S_seeds,predicted_V_seeds,predicted_F_seeds,correct_seed_fraction,all_seeds_missed_F,all_seeds_predicted_N
STFT_2D,WGAN_GP_X5,selected_on_DS1,26262,213,73536,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26264,213,73938,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26264,213,73938,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26264,213,73938,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26266,213,74330,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26266,213,74330,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26266,213,74330,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26266,213,74330,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26268,213,74721,F,10,8,1,1,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26268,213,74721,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26268,213,74721,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26268,213,74721,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26270,213,75122,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26270,213,75122,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26270,213,75122,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26270,213,75122,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26272,213,75512,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26272,213,75512,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26272,213,75512,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26272,213,75512,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26276,213,76291,F,10,7,3,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26276,213,76291,F,10,9,1,0,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26276,213,76291,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26276,213,76291,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26282,213,77464,F,10,6,4,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26282,213,77464,F,10,9,1,0,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26282,213,77464,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26282,213,77464,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26286,213,78258,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26286,213,78258,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26286,213,78258,F,10,9,0,1,0,0.0,True,False
STFT_2D,WGAN_GP_X5,selected_on_DS1,26286,213,78258,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26288,213,78654,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26288,213,78654,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26288,213,78654,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26288,213,78654,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26290,213,79043,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26290,213,79043,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26290,213,79043,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26290,213,79043,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26292,213,79436,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26292,213,79436,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26292,213,79436,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26292,213,79436,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26294,213,79830,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26294,213,79830,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26294,213,79830,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26294,213,79830,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26296,213,80218,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26296,213,80218,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26296,213,80218,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26296,213,80218,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26298,213,80606,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26298,213,80606,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26298,213,80606,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26298,213,80606,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26300,213,81004,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26300,213,81004,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26300,213,81004,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26300,213,81004,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26301,213,81189,F,10,5,0,5,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26301,213,81189,F,10,5,0,5,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26301,213,81189,F,10,2,0,8,0,0.0,True,False
STFT_2D,WGAN_GP_X5,selected_on_DS1,26301,213,81189,F,10,4,0,6,0,0.0,True,False
RAW_1D,BASELINE_CE,baseline,26306,213,82179,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26306,213,82179,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26306,213,82179,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26306,213,82179,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26308,213,82579,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26308,213,82579,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26308,213,82579,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26308,213,82579,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26310,213,82976,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26310,213,82976,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26310,213,82976,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26310,213,82976,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26312,213,83359,F,10,8,2,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26312,213,83359,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26312,213,83359,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26312,213,83359,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26314,213,83758,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26314,213,83758,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26314,213,83758,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26314,213,83758,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26316,213,84153,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26316,213,84153,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26316,213,84153,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26316,213,84153,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26318,213,84539,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26318,213,84539,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26318,213,84539,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26318,213,84539,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26320,213,84933,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26320,213,84933,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26320,213,84933,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26320,213,84933,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26322,213,85324,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26322,213,85324,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26322,213,85324,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26322,213,85324,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26330,213,86907,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26330,213,86907,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26330,213,86907,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26330,213,86907,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26334,213,87675,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26334,213,87675,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26334,213,87675,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26334,213,87675,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26342,213,89240,F,10,8,2,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26342,213,89240,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26342,213,89240,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26342,213,89240,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26344,213,89637,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26344,213,89637,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26344,213,89637,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26344,213,89637,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26356,213,92003,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26356,213,92003,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26356,213,92003,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26356,213,92003,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26358,213,92397,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26358,213,92397,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26358,213,92397,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26358,213,92397,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26360,213,92788,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26360,213,92788,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26360,213,92788,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26360,213,92788,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26382,213,97094,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26382,213,97094,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26382,213,97094,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26382,213,97094,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26386,213,97874,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26386,213,97874,F,10,9,1,0,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26386,213,97874,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26386,213,97874,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26394,213,99445,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26394,213,99445,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26394,213,99445,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26394,213,99445,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26406,213,101811,F,10,9,1,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26406,213,101811,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26406,213,101811,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26406,213,101811,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26426,213,105750,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26426,213,105750,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26426,213,105750,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26426,213,105750,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26432,213,106940,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26432,213,106940,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26432,213,106940,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26432,213,106940,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26438,213,108119,F,10,9,1,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26438,213,108119,F,10,9,1,0,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26438,213,108119,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26438,213,108119,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26484,213,117159,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26484,213,117159,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26484,213,117159,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26484,213,117159,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26500,213,120295,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26500,213,120295,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26500,213,120295,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26500,213,120295,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26681,213,155958,F,10,9,1,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26681,213,155958,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26681,213,155958,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26681,213,155958,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26712,213,162039,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26712,213,162039,F,10,9,1,0,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26712,213,162039,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26712,213,162039,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26718,213,163222,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26718,213,163222,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26718,213,163222,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26718,213,163222,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26720,213,163614,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26720,213,163614,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26720,213,163614,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26720,213,163614,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26722,213,164017,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26722,213,164017,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26722,213,164017,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26722,213,164017,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26724,213,164405,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26724,213,164405,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26724,213,164405,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26724,213,164405,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26726,213,164805,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26726,213,164805,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26726,213,164805,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26726,213,164805,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26732,213,165991,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26732,213,165991,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26732,213,165991,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26732,213,165991,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26734,213,166376,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26734,213,166376,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26734,213,166376,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26734,213,166376,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26736,213,166782,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26736,213,166782,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26736,213,166782,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26736,213,166782,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26744,213,168359,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26744,213,168359,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26744,213,168359,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26744,213,168359,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26746,213,168759,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26746,213,168759,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26746,213,168759,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26746,213,168759,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26754,213,170336,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26754,213,170336,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26754,213,170336,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26754,213,170336,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26762,213,171915,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26762,213,171915,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26762,213,171915,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26762,213,171915,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26764,213,172306,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26764,213,172306,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26764,213,172306,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26764,213,172306,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26766,213,172715,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26766,213,172715,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26766,213,172715,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26766,213,172715,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26768,213,173108,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26768,213,173108,F,10,9,0,1,0,0.0,True,False
STFT_2D,BASELINE_CE,baseline,26768,213,173108,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26768,213,173108,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26780,213,175484,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26780,213,175484,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26780,213,175484,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26780,213,175484,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26782,213,175883,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26782,213,175883,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26782,213,175883,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26782,213,175883,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26784,213,176272,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26784,213,176272,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26784,213,176272,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26784,213,176272,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26792,213,177860,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26792,213,177860,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26792,213,177860,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26792,213,177860,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26794,213,178253,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26794,213,178253,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26794,213,178253,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26794,213,178253,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26796,213,178656,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26796,213,178656,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26796,213,178656,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26796,213,178656,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26798,213,179040,F,10,9,1,0,0,0.0,True,False
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26798,213,179040,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26798,213,179040,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26798,213,179040,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26800,213,179432,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26800,213,179432,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26800,213,179432,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26800,213,179432,F,10,10,0,0,0,0.0,True,True
RAW_1D,BASELINE_CE,baseline,26806,213,180612,F,10,10,0,0,0,0.0,True,True
RAW_1D,FOCAL_A025_G3,selected_on_DS1,26806,213,180612,F,10,10,0,0,0,0.0,True,True
STFT_2D,BASELINE_CE,baseline,26806,213,180612,F,10,10,0,0,0,0.0,True,True
STFT_2D,WGAN_GP_X5,selected_on_DS1,26806,213,180612,F,10,10,0,0,0,0.0,True,True
